"org_id" "sm_protein_id" "ipr_id" "ipr_desc" "ipr_domain_start" "ipr_domain_end"
3 32412 "IPR007219" "Transcription factor domain, fungi" 322 414
3 33922 "IPR007219" "Transcription factor domain, fungi" 272 368
3 34628 "IPR007219" "Transcription factor domain, fungi" 308 403
3 35045 "IPR007219" "Transcription factor domain, fungi" 234 342
3 35854 "IPR007219" "Transcription factor domain, fungi" 267 380
3 46590 "IPR007219" "Transcription factor domain, fungi" 72 162
3 47000 "IPR007219" "Transcription factor domain, fungi" 178 278
3 48549 "IPR007219" "Transcription factor domain, fungi" 279 378
3 50540 "IPR007219" "Transcription factor domain, fungi" 391 488
3 54512 "IPR007219" "Transcription factor domain, fungi" 412 510
3 54966 "IPR007219" "Transcription factor domain, fungi" 206 298
22 1149987 "IPR000086" "NUDIX hydrolase domain" 42 178
3 51917 "IPR000086" "NUDIX hydrolase domain" 134 281
22 1183665 "IPR002935" "O-methyltransferase, family 3" 48 217
21 8870 "IPR002935" "O-methyltransferase, family 3" 59 245
14 1588 "IPR000743" "Glycoside hydrolase, family 28" 56 378
22 1134428 "IPR000743" "Glycoside hydrolase, family 28" 181 303
3 53360 "IPR000743" "Glycoside hydrolase, family 28" 61 378
22 1116476 "IPR013525" "ABC-2 type transporter" 438 648
22 1116476 "IPR013525" "ABC-2 type transporter" 1103 1315
3 32280 "IPR013525" "ABC-2 type transporter" 408 617
3 32280 "IPR013525" "ABC-2 type transporter" 1068 1279
3 50676 "IPR013525" "ABC-2 type transporter" 463 673
3 50676 "IPR013525" "ABC-2 type transporter" 1134 1352
14 6793 "IPR001199" "Cytochrome b5-like heme/steroid binding domain" 4 78
14 9210 "IPR001199" "Cytochrome b5-like heme/steroid binding domain" 11 84
21 8430 "IPR001199" "Cytochrome b5-like heme/steroid binding domain" 6 80
3 55631 "IPR001199" "Cytochrome b5-like heme/steroid binding domain" 6 80
21 2205 "IPR000425" "Major intrinsic protein" 54 303
22 1126967 "IPR013130" "Ferric reductase transmembrane component-like domain" 281 398
22 1220516 "IPR013130" "Ferric reductase transmembrane component-like domain" 145 267
22 1126967 "IPR013112" "FAD-binding 8" 570 606
22 1220516 "IPR013112" "FAD-binding 8" 306 356
22 1126967 "IPR013121" "Ferric reductase, NAD binding" 611 779
22 1220516 "IPR013121" "Ferric reductase, NAD binding" 436 491
3 26504 "IPR002629" "Cobalamin-independent methionine synthase MetE, C-terminal/archaeal" 33 385
22 1210597 "IPR008901" "Ceramidase" 692 785
14 1580 "IPR001395" "Aldo/keto reductase" 16 341
22 1082229 "IPR001395" "Aldo/keto reductase" 9 283
22 1134359 "IPR001395" "Aldo/keto reductase" 30 354
22 1175646 "IPR001395" "Aldo/keto reductase" 10 316
22 1183617 "IPR001395" "Aldo/keto reductase" 7 329
3 46823 "IPR001395" "Aldo/keto reductase" 9 281
3 47491 "IPR001395" "Aldo/keto reductase" 18 357
3 49044 "IPR001395" "Aldo/keto reductase" 7 329
21 4288 "IPR002937" "Amine oxidase" 12 35
21 7747 "IPR002937" "Amine oxidase" 43 132
3 52586 "IPR002937" "Amine oxidase" 42 480
3 31526 "IPR015590" "Aldehyde dehydrogenase domain" 11 460
3 43280 "IPR015590" "Aldehyde dehydrogenase domain" 28 496
14 903 "IPR000873" "AMP-dependent synthetase/ligase" 295 697
14 903 "IPR000873" "AMP-dependent synthetase/ligase" 1835 2216
14 903 "IPR000873" "AMP-dependent synthetase/ligase" 2872 3281
14 903 "IPR000873" "AMP-dependent synthetase/ligase" 3963 4366
14 1585 "IPR000873" "AMP-dependent synthetase/ligase" 66 496
14 1586 "IPR000873" "AMP-dependent synthetase/ligase" 305 743
14 1586 "IPR000873" "AMP-dependent synthetase/ligase" 1466 1868
14 1586 "IPR000873" "AMP-dependent synthetase/ligase" 2585 2987
14 3529 "IPR000873" "AMP-dependent synthetase/ligase" 52 203
14 3529 "IPR000873" "AMP-dependent synthetase/ligase" 235 357
14 3529 "IPR000873" "AMP-dependent synthetase/ligase" 406 460
14 3596 "IPR000873" "AMP-dependent synthetase/ligase" 66 446
14 3596 "IPR000873" "AMP-dependent synthetase/ligase" 1086 1477
14 3602 "IPR000873" "AMP-dependent synthetase/ligase" 251 663
14 3602 "IPR000873" "AMP-dependent synthetase/ligase" 1380 1431
14 4427 "IPR000873" "AMP-dependent synthetase/ligase" 58 445
14 4427 "IPR000873" "AMP-dependent synthetase/ligase" 1105 1489
14 4503 "IPR000873" "AMP-dependent synthetase/ligase" 32 55
14 4503 "IPR000873" "AMP-dependent synthetase/ligase" 78 194
14 4506 "IPR000873" "AMP-dependent synthetase/ligase" 260 670
14 4656 "IPR000873" "AMP-dependent synthetase/ligase" 305 684
14 4656 "IPR000873" "AMP-dependent synthetase/ligase" 1338 1725
14 5566 "IPR000873" "AMP-dependent synthetase/ligase" 292 756
14 6799 "IPR000873" "AMP-dependent synthetase/ligase" 35 438
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 98 502
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 1205 1605
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 2760 3171
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 4875 5275
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 5971 6368
14 7048 "IPR000873" "AMP-dependent synthetase/ligase" 7055 7462
14 7516 "IPR000873" "AMP-dependent synthetase/ligase" 151 552
14 7929 "IPR000873" "AMP-dependent synthetase/ligase" 95 355
14 7929 "IPR000873" "AMP-dependent synthetase/ligase" 422 455
14 8033 "IPR000873" "AMP-dependent synthetase/ligase" 177 563
14 8038 "IPR000873" "AMP-dependent synthetase/ligase" 34 411
14 8038 "IPR000873" "AMP-dependent synthetase/ligase" 1078 1460
14 8266 "IPR000873" "AMP-dependent synthetase/ligase" 132 530
14 8269 "IPR000873" "AMP-dependent synthetase/ligase" 293 693
14 8269 "IPR000873" "AMP-dependent synthetase/ligase" 1371 1775
14 8269 "IPR000873" "AMP-dependent synthetase/ligase" 2906 3308
14 8446 "IPR000873" "AMP-dependent synthetase/ligase" 38 450
14 8446 "IPR000873" "AMP-dependent synthetase/ligase" 471 493
14 9170 "IPR000873" "AMP-dependent synthetase/ligase" 76 481
14 9170 "IPR000873" "AMP-dependent synthetase/ligase" 1169 1573
14 9201 "IPR000873" "AMP-dependent synthetase/ligase" 98 592
14 9205 "IPR000873" "AMP-dependent synthetase/ligase" 3076 3489
14 9313 "IPR000873" "AMP-dependent synthetase/ligase" 38 438
22 39114 "IPR000873" "AMP-dependent synthetase/ligase" 94 354
22 44571 "IPR000873" "AMP-dependent synthetase/ligase" 70 473
22 44571 "IPR000873" "AMP-dependent synthetase/ligase" 1140 1545
22 1079950 "IPR000873" "AMP-dependent synthetase/ligase" 261 400
22 1079950 "IPR000873" "AMP-dependent synthetase/ligase" 401 629
22 1079950 "IPR000873" "AMP-dependent synthetase/ligase" 1736 2135
22 1082121 "IPR000873" "AMP-dependent synthetase/ligase" 259 649
22 1082594 "IPR000873" "AMP-dependent synthetase/ligase" 104 374
22 1085888 "IPR000873" "AMP-dependent synthetase/ligase" 72 198
22 1085888 "IPR000873" "AMP-dependent synthetase/ligase" 229 338
22 1085888 "IPR000873" "AMP-dependent synthetase/ligase" 395 449
22 1087173 "IPR000873" "AMP-dependent synthetase/ligase" 2824 3240
22 1092575 "IPR000873" "AMP-dependent synthetase/ligase" 26 432
22 1094006 "IPR000873" "AMP-dependent synthetase/ligase" 87 516
22 1094020 "IPR000873" "AMP-dependent synthetase/ligase" 26 432
22 1099903 "IPR000873" "AMP-dependent synthetase/ligase" 2951 3373
22 1102698 "IPR000873" "AMP-dependent synthetase/ligase" 247 658
22 1102698 "IPR000873" "AMP-dependent synthetase/ligase" 1752 2138
22 1102698 "IPR000873" "AMP-dependent synthetase/ligase" 2844 3244
22 1102698 "IPR000873" "AMP-dependent synthetase/ligase" 3924 4324
22 1102768 "IPR000873" "AMP-dependent synthetase/ligase" 57 113
22 1102768 "IPR000873" "AMP-dependent synthetase/ligase" 201 477
22 1103566 "IPR000873" "AMP-dependent synthetase/ligase" 515 923
22 1103566 "IPR000873" "AMP-dependent synthetase/ligase" 1597 2000
22 1103566 "IPR000873" "AMP-dependent synthetase/ligase" 3139 3551
22 1108909 "IPR000873" "AMP-dependent synthetase/ligase" 59 462
22 1108909 "IPR000873" "AMP-dependent synthetase/ligase" 1718 2118
22 1108909 "IPR000873" "AMP-dependent synthetase/ligase" 3236 3646
22 1108909 "IPR000873" "AMP-dependent synthetase/ligase" 4325 4731
22 1108909 "IPR000873" "AMP-dependent synthetase/ligase" 5872 6279
22 1110824 "IPR000873" "AMP-dependent synthetase/ligase" 296 760
22 1111323 "IPR000873" "AMP-dependent synthetase/ligase" 2844 3266
22 1112058 "IPR000873" "AMP-dependent synthetase/ligase" 2774 3182
22 1114543 "IPR000873" "AMP-dependent synthetase/ligase" 51 344
22 1114546 "IPR000873" "AMP-dependent synthetase/ligase" 554 938
22 1114952 "IPR000873" "AMP-dependent synthetase/ligase" 81 436
22 1115863 "IPR000873" "AMP-dependent synthetase/ligase" 45 447
22 1116473 "IPR000873" "AMP-dependent synthetase/ligase" 288 690
22 1117227 "IPR000873" "AMP-dependent synthetase/ligase" 43 458
22 1117738 "IPR000873" "AMP-dependent synthetase/ligase" 145 492
22 1121186 "IPR000873" "AMP-dependent synthetase/ligase" 35 436
22 1122199 "IPR000873" "AMP-dependent synthetase/ligase" 2868 3268
22 1123743 "IPR000873" "AMP-dependent synthetase/ligase" 46 448
22 1126949 "IPR000873" "AMP-dependent synthetase/ligase" 258 658
22 1126949 "IPR000873" "AMP-dependent synthetase/ligase" 1417 1825
22 1126949 "IPR000873" "AMP-dependent synthetase/ligase" 2502 2718
22 1126949 "IPR000873" "AMP-dependent synthetase/ligase" 2719 2855
22 1128344 "IPR000873" "AMP-dependent synthetase/ligase" 2854 3275
22 1152150 "IPR000873" "AMP-dependent synthetase/ligase" 128 470
22 1154309 "IPR000873" "AMP-dependent synthetase/ligase" 44 198
22 1154309 "IPR000873" "AMP-dependent synthetase/ligase" 396 450
22 1155683 "IPR000873" "AMP-dependent synthetase/ligase" 44 465
22 1156292 "IPR000873" "AMP-dependent synthetase/ligase" 43 337
22 1158197 "IPR000873" "AMP-dependent synthetase/ligase" 244 631
22 1160258 "IPR000873" "AMP-dependent synthetase/ligase" 53 428
22 1160258 "IPR000873" "AMP-dependent synthetase/ligase" 437 458
22 1160936 "IPR000873" "AMP-dependent synthetase/ligase" 66 496
22 1164062 "IPR000873" "AMP-dependent synthetase/ligase" 321 725
22 1164062 "IPR000873" "AMP-dependent synthetase/ligase" 1425 1837
22 1164062 "IPR000873" "AMP-dependent synthetase/ligase" 2519 2925
22 1164062 "IPR000873" "AMP-dependent synthetase/ligase" 3610 4013
22 1164062 "IPR000873" "AMP-dependent synthetase/ligase" 4726 5117
22 1166499 "IPR000873" "AMP-dependent synthetase/ligase" 53 459
22 1166499 "IPR000873" "AMP-dependent synthetase/ligase" 1173 1581
22 1168636 "IPR000873" "AMP-dependent synthetase/ligase" 274 677
22 1168636 "IPR000873" "AMP-dependent synthetase/ligase" 1818 1941
22 1168636 "IPR000873" "AMP-dependent synthetase/ligase" 1946 2196
22 1168636 "IPR000873" "AMP-dependent synthetase/ligase" 2860 3256
22 1168636 "IPR000873" "AMP-dependent synthetase/ligase" 3951 4356
22 1170655 "IPR000873" "AMP-dependent synthetase/ligase" 2991 3406
22 1172138 "IPR000873" "AMP-dependent synthetase/ligase" 245 641
22 1172138 "IPR000873" "AMP-dependent synthetase/ligase" 1347 1740
22 1172138 "IPR000873" "AMP-dependent synthetase/ligase" 2518 2920
22 1172138 "IPR000873" "AMP-dependent synthetase/ligase" 4067 4459
22 1172993 "IPR000873" "AMP-dependent synthetase/ligase" 52 203
22 1172993 "IPR000873" "AMP-dependent synthetase/ligase" 239 357
22 1173636 "IPR000873" "AMP-dependent synthetase/ligase" 51 505
22 1177621 "IPR000873" "AMP-dependent synthetase/ligase" 26 436
22 1177761 "IPR000873" "AMP-dependent synthetase/ligase" 314 693
22 1177761 "IPR000873" "AMP-dependent synthetase/ligase" 1334 1721
22 1184525 "IPR000873" "AMP-dependent synthetase/ligase" 93 350
22 1184525 "IPR000873" "AMP-dependent synthetase/ligase" 424 462
22 1186328 "IPR000873" "AMP-dependent synthetase/ligase" 252 659
22 1186328 "IPR000873" "AMP-dependent synthetase/ligase" 1348 1760
22 1186328 "IPR000873" "AMP-dependent synthetase/ligase" 2444 2825
22 1186328 "IPR000873" "AMP-dependent synthetase/ligase" 3509 3912
22 1186328 "IPR000873" "AMP-dependent synthetase/ligase" 4595 4995
22 1186498 "IPR000873" "AMP-dependent synthetase/ligase" 237 649
22 1186498 "IPR000873" "AMP-dependent synthetase/ligase" 1324 1416
22 1188722 "IPR000873" "AMP-dependent synthetase/ligase" 3014 3429
22 1188789 "IPR000873" "AMP-dependent synthetase/ligase" 50 342
22 1189171 "IPR000873" "AMP-dependent synthetase/ligase" 271 707
22 1189171 "IPR000873" "AMP-dependent synthetase/ligase" 1428 1629
22 1189171 "IPR000873" "AMP-dependent synthetase/ligase" 1639 1807
22 1189171 "IPR000873" "AMP-dependent synthetase/ligase" 2525 2924
21 309 "IPR000873" "AMP-dependent synthetase/ligase" 71 355
21 309 "IPR000873" "AMP-dependent synthetase/ligase" 423 461
21 522 "IPR000873" "AMP-dependent synthetase/ligase" 254 645
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 109 494
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 1172 1573
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 2699 3102
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 3777 4178
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 4873 5273
21 1303 "IPR000873" "AMP-dependent synthetase/ligase" 5965 6368
21 1544 "IPR000873" "AMP-dependent synthetase/ligase" 68 448
21 2208 "IPR000873" "AMP-dependent synthetase/ligase" 94 355
21 2697 "IPR000873" "AMP-dependent synthetase/ligase" 608 1022
21 2697 "IPR000873" "AMP-dependent synthetase/ligase" 1721 2122
21 2698 "IPR000873" "AMP-dependent synthetase/ligase" 499 896
21 2703 "IPR000873" "AMP-dependent synthetase/ligase" 85 493
21 3780 "IPR000873" "AMP-dependent synthetase/ligase" 96 361
21 4011 "IPR000873" "AMP-dependent synthetase/ligase" 238 650
21 4011 "IPR000873" "AMP-dependent synthetase/ligase" 1363 1414
21 5080 "IPR000873" "AMP-dependent synthetase/ligase" 539 679
21 5080 "IPR000873" "AMP-dependent synthetase/ligase" 684 911
21 5081 "IPR000873" "AMP-dependent synthetase/ligase" 242 322
21 5081 "IPR000873" "AMP-dependent synthetase/ligase" 339 610
21 5081 "IPR000873" "AMP-dependent synthetase/ligase" 1732 2128
21 5447 "IPR000873" "AMP-dependent synthetase/ligase" 271 671
21 5447 "IPR000873" "AMP-dependent synthetase/ligase" 1825 1913
21 5447 "IPR000873" "AMP-dependent synthetase/ligase" 1925 2163
21 5447 "IPR000873" "AMP-dependent synthetase/ligase" 2827 3236
21 5447 "IPR000873" "AMP-dependent synthetase/ligase" 3871 4274
21 6139 "IPR000873" "AMP-dependent synthetase/ligase" 322 749
21 6139 "IPR000873" "AMP-dependent synthetase/ligase" 1431 1832
21 6139 "IPR000873" "AMP-dependent synthetase/ligase" 2559 2960
21 6650 "IPR000873" "AMP-dependent synthetase/ligase" 86 493
21 6805 "IPR000873" "AMP-dependent synthetase/ligase" 275 678
21 6805 "IPR000873" "AMP-dependent synthetase/ligase" 1815 1870
21 6805 "IPR000873" "AMP-dependent synthetase/ligase" 1946 2184
21 6805 "IPR000873" "AMP-dependent synthetase/ligase" 2474 2883
21 6805 "IPR000873" "AMP-dependent synthetase/ligase" 3596 3997
21 7354 "IPR000873" "AMP-dependent synthetase/ligase" 105 377
21 7774 "IPR000873" "AMP-dependent synthetase/ligase" 43 193
21 7774 "IPR000873" "AMP-dependent synthetase/ligase" 226 369
21 7774 "IPR000873" "AMP-dependent synthetase/ligase" 392 446
21 8156 "IPR000873" "AMP-dependent synthetase/ligase" 106 361
21 8327 "IPR000873" "AMP-dependent synthetase/ligase" 1021 1418
21 8327 "IPR000873" "AMP-dependent synthetase/ligase" 2555 2955
21 8327 "IPR000873" "AMP-dependent synthetase/ligase" 3639 4042
21 8327 "IPR000873" "AMP-dependent synthetase/ligase" 4751 5157
21 8327 "IPR000873" "AMP-dependent synthetase/ligase" 5839 6242
21 8331 "IPR000873" "AMP-dependent synthetase/ligase" 83 489
21 8419 "IPR000873" "AMP-dependent synthetase/ligase" 253 647
21 8419 "IPR000873" "AMP-dependent synthetase/ligase" 1324 1734
21 8433 "IPR000873" "AMP-dependent synthetase/ligase" 48 482
21 8696 "IPR000873" "AMP-dependent synthetase/ligase" 128 472
21 9227 "IPR000873" "AMP-dependent synthetase/ligase" 75 179
21 9227 "IPR000873" "AMP-dependent synthetase/ligase" 211 320
21 9549 "IPR000873" "AMP-dependent synthetase/ligase" 14 99
21 9564 "IPR000873" "AMP-dependent synthetase/ligase" 346 762
21 9564 "IPR000873" "AMP-dependent synthetase/ligase" 1438 1851
21 9564 "IPR000873" "AMP-dependent synthetase/ligase" 2519 2931
21 9705 "IPR000873" "AMP-dependent synthetase/ligase" 2987 3405
21 9811 "IPR000873" "AMP-dependent synthetase/ligase" 146 274
21 9822 "IPR000873" "AMP-dependent synthetase/ligase" 40 475
21 10275 "IPR000873" "AMP-dependent synthetase/ligase" 293 757
21 10599 "IPR000873" "AMP-dependent synthetase/ligase" 35 437
3 241 "IPR000873" "AMP-dependent synthetase/ligase" 99 510
3 241 "IPR000873" "AMP-dependent synthetase/ligase" 1211 1264
3 241 "IPR000873" "AMP-dependent synthetase/ligase" 1362 1527
3 802 "IPR000873" "AMP-dependent synthetase/ligase" 215 631
3 28096 "IPR000873" "AMP-dependent synthetase/ligase" 61 371
3 28096 "IPR000873" "AMP-dependent synthetase/ligase" 412 450
3 31198 "IPR000873" "AMP-dependent synthetase/ligase" 71 490
3 31276 "IPR000873" "AMP-dependent synthetase/ligase" 37 449
3 33107 "IPR000873" "AMP-dependent synthetase/ligase" 177 283
3 34099 "IPR000873" "AMP-dependent synthetase/ligase" 49 426
3 34099 "IPR000873" "AMP-dependent synthetase/ligase" 1099 1502
3 34168 "IPR000873" "AMP-dependent synthetase/ligase" 129 529
3 43247 "IPR000873" "AMP-dependent synthetase/ligase" 3013 3426
3 43289 "IPR000873" "AMP-dependent synthetase/ligase" 131 528
3 46595 "IPR000873" "AMP-dependent synthetase/ligase" 35 403
3 46595 "IPR000873" "AMP-dependent synthetase/ligase" 1062 1448
3 48284 "IPR000873" "AMP-dependent synthetase/ligase" 107 377
3 50169 "IPR000873" "AMP-dependent synthetase/ligase" 52 101
3 50169 "IPR000873" "AMP-dependent synthetase/ligase" 161 182
3 50169 "IPR000873" "AMP-dependent synthetase/ligase" 218 336
3 51108 "IPR000873" "AMP-dependent synthetase/ligase" 3122 3545
3 58515 "IPR000873" "AMP-dependent synthetase/ligase" 34 447
3 60230 "IPR000873" "AMP-dependent synthetase/ligase" 285 686
3 60230 "IPR000873" "AMP-dependent synthetase/ligase" 1825 1882
3 60230 "IPR000873" "AMP-dependent synthetase/ligase" 1953 2192
3 60230 "IPR000873" "AMP-dependent synthetase/ligase" 2837 3245
3 60230 "IPR000873" "AMP-dependent synthetase/ligase" 3928 4333
3 64101 "IPR000873" "AMP-dependent synthetase/ligase" 223 621
3 64101 "IPR000873" "AMP-dependent synthetase/ligase" 1294 1695
3 64146 "IPR000873" "AMP-dependent synthetase/ligase" 459 863
3 64146 "IPR000873" "AMP-dependent synthetase/ligase" 1571 1975
3 64146 "IPR000873" "AMP-dependent synthetase/ligase" 2684 3176
3 64146 "IPR000873" "AMP-dependent synthetase/ligase" 3869 4277
3 773 "IPR000873" "AMP-dependent synthetase/ligase" 273 682
3 22729 "IPR000873" "AMP-dependent synthetase/ligase" 296 760
3 22920 "IPR000873" "AMP-dependent synthetase/ligase" 37 436
3 23306 "IPR000873" "AMP-dependent synthetase/ligase" 106 356
3 23483 "IPR000873" "AMP-dependent synthetase/ligase" 37 448
3 23527 "IPR000873" "AMP-dependent synthetase/ligase" 54 345
3 24817 "IPR000873" "AMP-dependent synthetase/ligase" 59 215
3 24817 "IPR000873" "AMP-dependent synthetase/ligase" 421 460
3 26527 "IPR000873" "AMP-dependent synthetase/ligase" 82 483
3 29524 "IPR000873" "AMP-dependent synthetase/ligase" 43 205
3 29524 "IPR000873" "AMP-dependent synthetase/ligase" 231 343
3 29524 "IPR000873" "AMP-dependent synthetase/ligase" 398 452
3 31185 "IPR000873" "AMP-dependent synthetase/ligase" 2986 3397
3 32492 "IPR000873" "AMP-dependent synthetase/ligase" 365 399
3 33911 "IPR000873" "AMP-dependent synthetase/ligase" 1 371
3 35120 "IPR000873" "AMP-dependent synthetase/ligase" 36 457
3 35599 "IPR000873" "AMP-dependent synthetase/ligase" 236 644
3 35599 "IPR000873" "AMP-dependent synthetase/ligase" 1365 1415
3 37375 "IPR000873" "AMP-dependent synthetase/ligase" 47 483
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 292 693
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 1398 1799
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 2489 2893
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 4037 4122
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 4170 4279
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 5109 5501
3 37474 "IPR000873" "AMP-dependent synthetase/ligase" 6214 6625
3 37870 "IPR000873" "AMP-dependent synthetase/ligase" 36 438
3 37882 "IPR000873" "AMP-dependent synthetase/ligase" 59 483
3 38145 "IPR000873" "AMP-dependent synthetase/ligase" 317 746
3 38145 "IPR000873" "AMP-dependent synthetase/ligase" 1469 1855
3 38145 "IPR000873" "AMP-dependent synthetase/ligase" 2574 2976
3 44132 "IPR000873" "AMP-dependent synthetase/ligase" 51 472
3 44810 "IPR000873" "AMP-dependent synthetase/ligase" 3067 3482
3 47492 "IPR000873" "AMP-dependent synthetase/ligase" 283 679
3 47492 "IPR000873" "AMP-dependent synthetase/ligase" 1353 1745
3 48383 "IPR000873" "AMP-dependent synthetase/ligase" 40 427
3 48383 "IPR000873" "AMP-dependent synthetase/ligase" 1151 1538
3 48383 "IPR000873" "AMP-dependent synthetase/ligase" 2278 2674
3 48383 "IPR000873" "AMP-dependent synthetase/ligase" 3323 3710
3 48383 "IPR000873" "AMP-dependent synthetase/ligase" 4391 4786
3 49313 "IPR000873" "AMP-dependent synthetase/ligase" 61 466
3 49313 "IPR000873" "AMP-dependent synthetase/ligase" 1141 1552
3 51224 "IPR000873" "AMP-dependent synthetase/ligase" 248 485
3 51224 "IPR000873" "AMP-dependent synthetase/ligase" 489 606
3 52325 "IPR000873" "AMP-dependent synthetase/ligase" 214 626
3 52467 "IPR000873" "AMP-dependent synthetase/ligase" 41 428
3 54488 "IPR000873" "AMP-dependent synthetase/ligase" 66 348
3 54488 "IPR000873" "AMP-dependent synthetase/ligase" 422 460
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 620 1021
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 1703 2115
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 2822 3221
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 3915 4327
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 5033 5439
3 59408 "IPR000873" "AMP-dependent synthetase/ligase" 6142 6544
3 59591 "IPR000873" "AMP-dependent synthetase/ligase" 51 469
3 61978 "IPR000873" "AMP-dependent synthetase/ligase" 26 429
3 63555 "IPR000873" "AMP-dependent synthetase/ligase" 35 437
14 1636 "IPR001128" "Cytochrome P450" 171 520
14 3268 "IPR001128" "Cytochrome P450" 168 322
14 3271 "IPR001128" "Cytochrome P450" 327 490
14 3606 "IPR001128" "Cytochrome P450" 146 479
14 3609 "IPR001128" "Cytochrome P450" 250 444
14 4431 "IPR001128" "Cytochrome P450" 82 547
14 4608 "IPR001128" "Cytochrome P450" 65 537
14 4674 "IPR001128" "Cytochrome P450" 985 1032
14 6792 "IPR001128" "Cytochrome P450" 81 539
14 8039 "IPR001128" "Cytochrome P450" 318 471
14 8045 "IPR001128" "Cytochrome P450" 301 500
14 8448 "IPR001128" "Cytochrome P450" 332 509
14 8449 "IPR001128" "Cytochrome P450" 334 487
14 9171 "IPR001128" "Cytochrome P450" 357 532
14 9174 "IPR001128" "Cytochrome P450" 329 496
14 9176 "IPR001128" "Cytochrome P450" 309 476
14 9202 "IPR001128" "Cytochrome P450" 36 503
14 9207 "IPR001128" "Cytochrome P450" 307 449
22 182561 "IPR001128" "Cytochrome P450" 304 490
22 1079697 "IPR001128" "Cytochrome P450" 152 530
22 1080155 "IPR001128" "Cytochrome P450" 62 486
22 1084668 "IPR001128" "Cytochrome P450" 298 474
22 1094747 "IPR001128" "Cytochrome P450" 343 506
22 1101614 "IPR001128" "Cytochrome P450" 9 456
22 1105533 "IPR001128" "Cytochrome P450" 308 484
22 1107512 "IPR001128" "Cytochrome P450" 33 501
22 1112854 "IPR001128" "Cytochrome P450" 139 508
22 1112865 "IPR001128" "Cytochrome P450" 58 518
22 1116467 "IPR001128" "Cytochrome P450" 316 495
22 1117235 "IPR001128" "Cytochrome P450" 211 535
22 1118448 "IPR001128" "Cytochrome P450" 46 535
22 1124924 "IPR001128" "Cytochrome P450" 320 465
22 1125663 "IPR001128" "Cytochrome P450" 248 425
22 1128516 "IPR001128" "Cytochrome P450" 302 428
22 1134130 "IPR001128" "Cytochrome P450" 348 446
22 1148540 "IPR001128" "Cytochrome P450" 307 490
22 1148632 "IPR001128" "Cytochrome P450" 176 468
22 1152492 "IPR001128" "Cytochrome P450" 301 483
22 1153536 "IPR001128" "Cytochrome P450" 125 514
22 1154308 "IPR001128" "Cytochrome P450" 256 492
22 1158397 "IPR001128" "Cytochrome P450" 336 466
22 1158652 "IPR001128" "Cytochrome P450" 309 494
22 1178068 "IPR001128" "Cytochrome P450" 353 452
22 1186358 "IPR001128" "Cytochrome P450" 52 496
22 1188024 "IPR001128" "Cytochrome P450" 288 433
22 1188148 "IPR001128" "Cytochrome P450" 348 463
22 1211197 "IPR001128" "Cytochrome P450" 41 470
22 1214384 "IPR001128" "Cytochrome P450" 350 442
22 1227492 "IPR001128" "Cytochrome P450" 141 487
21 519 "IPR001128" "Cytochrome P450" 277 492
21 521 "IPR001128" "Cytochrome P450" 306 488
21 1299 "IPR001128" "Cytochrome P450" 133 489
21 1585 "IPR001128" "Cytochrome P450" 332 503
21 1587 "IPR001128" "Cytochrome P450" 284 374
21 2203 "IPR001128" "Cytochrome P450" 136 490
21 2565 "IPR001128" "Cytochrome P450" 323 491
21 2696 "IPR001128" "Cytochrome P450" 289 518
21 3099 "IPR001128" "Cytochrome P450" 296 512
21 3118 "IPR001128" "Cytochrome P450" 186 541
21 3685 "IPR001128" "Cytochrome P450" 264 439
21 3692 "IPR001128" "Cytochrome P450" 144 491
21 3698 "IPR001128" "Cytochrome P450" 28 458
21 3704 "IPR001128" "Cytochrome P450" 272 459
21 3774 "IPR001128" "Cytochrome P450" 133 483
21 3791 "IPR001128" "Cytochrome P450" 227 360
21 4860 "IPR001128" "Cytochrome P450" 343 511
21 5085 "IPR001128" "Cytochrome P450" 370 520
21 5088 "IPR001128" "Cytochrome P450" 350 524
21 5090 "IPR001128" "Cytochrome P450" 307 468
21 6140 "IPR001128" "Cytochrome P450" 345 519
21 6871 "IPR001128" "Cytochrome P450" 46 526
21 7749 "IPR001128" "Cytochrome P450" 314 487
21 8420 "IPR001128" "Cytochrome P450" 263 438
