"org_id" "clust_backbone" "clust_size" "sm_protein_id" "sm_short" "sm_desc"
3 "36084" 4 36084 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
3 "55425" 4 55425 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
3 "55425" 4 48195 "none" "none"
3 "55425" 4 64696 "none" "ADH_N ADH_zinc_N"
3 "55425" 4 64697 "none" "Acetyltransf_1"
3 "48284" 1 48284 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
3 "48383" 1 48383 "NRPS" "AMP-binding PP-binding Condensation"
3 "37364" 15 55628 "none" "PhyH"
3 "37364" 15 64991 "none" "Fungal_trans_2"
3 "37364" 15 48543 "none" "none"
3 "37364" 15 48544 "none" "KR adh_short"
3 "37364" 15 55630 "none" "p450"
3 "37364" 15 55631 "none" "none"
3 "37364" 15 48549 "none" "Zn_clus Fungal_trans"
3 "37364" 15 55633 "none" "p450"
3 "37364" 15 55634 "none" "Transferase"
3 "37364" 15 37420 "none" "p450"
3 "37364" 15 64997 "none" "none"
3 "37364" 15 37375 "none" "AMP-binding"
3 "37364" 15 37371 "none" "none"
3 "37364" 15 48556 "none" "FSH1"
3 "37364" 15 37364 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
3 "37481" 5 37471 "none" "Acyl_transf_1"
3 "37481" 5 37459 "none" "none"
3 "37481" 5 37482 "none" "ABC_tran ABC_membrane"
3 "37481" 5 37481 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
3 "37481" 5 37479 "none" "p450"
3 "37474" 2 37474 "NRPS" "AMP-binding PP-binding Condensation"
3 "37474" 2 4031 "none" "Zn_clus Fungal_trans_2"
14 "3408" 6 3408 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
14 "3408" 6 3409 "none" "FSH1"
14 "3408" 6 3410 "none" "none"
14 "3408" 6 3411 "none" "none"
14 "3408" 6 3412 "none" "none"
14 "3408" 6 3413 "none" "FAD_binding_3"
14 "3515" 4 3512 "none" "Zn_clus Fungal_trans_2"
14 "3515" 4 3513 "none" "none"
14 "3515" 4 3514 "none" "MFS_1"
14 "3515" 4 3515 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C"
14 "3519" 7 3519 "PKS" "Ketoacyl-synt_C Acyl_transf_1 Epimerase PP-binding NAD_binding_4 ketoacyl-synt"
14 "3519" 7 3520 "none" "KR adh_short"
14 "3519" 7 3521 "none" "none"
14 "3519" 7 3522 "none" "Zn_clus"
14 "3519" 7 3523 "none" "none"
14 "3519" 7 3524 "none" "MFS_1"
14 "3519" 7 3525 "none" "FAD_binding_3"
14 "3529" 1 3529 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
14 "3596" 25 3587 "none" "FAD_binding_3"
14 "3596" 25 3588 "none" "none"
14 "3596" 25 3589 "none" "none"
14 "3596" 25 3590 "none" "FAD_binding_4"
14 "3596" 25 3591 "none" "none"
14 "3596" 25 3592 "none" "Zn_clus Fungal_trans_2"
14 "3596" 25 3593 "none" "MFS_1"
14 "3596" 25 3594 "none" "ADH_N"
14 "3596" 25 3595 "none" "none"
14 "3596" 25 3596 "NRPS" "AMP-binding PP-binding Condensation"
14 "3596" 25 3597 "none" "none"
14 "3596" 25 3598 "none" "none"
14 "3596" 25 3599 "none" "none"
14 "3596" 25 3600 "none" "none"
14 "3596" 25 3601 "none" "none"
14 "3596" 25 3602 "NRPS" "AMP-binding PP-binding Condensation"
14 "3596" 25 3603 "none" "ABC_tran ABC_membrane"
14 "3596" 25 3604 "none" "MFS_1"
14 "3596" 25 3605 "none" "KR adh_short"
14 "3596" 25 3606 "none" "p450"
14 "3596" 25 3607 "none" "none"
14 "3596" 25 3608 "none" "none"
14 "3596" 25 3609 "none" "p450"
14 "3596" 25 3610 "none" "Methyltransf_2"
14 "3596" 25 3611 "none" "MFS_1"
14 "3675" 8 3669 "none" "ADH_zinc_N"
14 "3675" 8 3670 "none" "none"
14 "3675" 8 3671 "none" "none"
14 "3675" 8 3672 "none" "none"
14 "3675" 8 3673 "none" "none"
14 "3675" 8 3674 "none" "none"
14 "3675" 8 3675 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C adh_short"
14 "3675" 8 3676 "none" "Acyl_transf_1"
14 "4427" 8 4424 "none" "Zn_clus"
14 "4427" 8 4425 "none" "MFS_1"
14 "4427" 8 4426 "none" "Methyltransf_2"
14 "4427" 8 4427 "NRPS" "AMP-binding PP-binding Condensation"
14 "4427" 8 4428 "DMAT" "Trp_DMAT"
14 "4427" 8 4429 "none" "Zn_clus Fungal_trans"
14 "4427" 8 4430 "none" "FAD_binding_4"
14 "4427" 8 4431 "none" "p450"
14 "4503" 7 4500 "none" "MFS_1"
14 "4503" 7 4501 "none" "none"
14 "4503" 7 4502 "none" "none"
14 "4503" 7 4503 "NRPS-Like" "AMP-binding PP-binding Transferase"
14 "4503" 7 4504 "none" "GTP_cyclohydroI"
14 "4503" 7 4505 "none" "2OG-FeII_Oxy"
14 "4503" 7 4506 "NRPS" "AMP-binding PP-binding Condensation"
14 "4602" 11 4599 "none" "MFS_1"
14 "4602" 11 4600 "none" "none"
14 "4602" 11 4601 "none" "Aminotran_1_2"
14 "4602" 11 4602 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
14 "4602" 11 4603 "none" "PhyH"
14 "4602" 11 4604 "none" "MFS_1 Sugar_tr"
14 "4602" 11 4605 "none" "Transferase"
14 "4602" 11 4606 "none" "none"
14 "4602" 11 4607 "none" "Fungal_trans"
14 "4602" 11 4608 "none" "p450"
14 "4602" 11 4609 "none" "Epimerase adh_short"
14 "4656" 5 4654 "none" "MFS_1 Sugar_tr"
14 "4656" 5 4655 "none" "none"
14 "4656" 5 4656 "NRPS" "AMP-binding PP-binding Condensation"
14 "4656" 5 4657 "none" "none"
14 "4656" 5 4658 "none" "Zn_clus Fungal_trans_2"
14 "4678" 12 4674 "none" "p450"
14 "4678" 12 4675 "none" "none"
14 "4678" 12 4676 "none" "none"
14 "4678" 12 4677 "none" "none"
14 "4678" 12 4678 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
14 "4678" 12 4679 "none" "Lactamase_B"
14 "4678" 12 4680 "none" "none"
14 "4678" 12 4681 "none" "2OG-FeII_Oxy"
14 "4678" 12 4682 "none" "none"
14 "4678" 12 4683 "none" "AA_permease"
14 "4678" 12 4684 "none" "none"
14 "4678" 12 4685 "none" "MFS_1 Sugar_tr"
14 "5566" 6 5561 "none" "Aminotran_1_2"
14 "5566" 6 5562 "none" "none"
14 "5566" 6 5563 "none" "none"
14 "5566" 6 5564 "none" "none"
14 "5566" 6 5565 "none" "none"
14 "5566" 6 5566 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
14 "5879" 16 5876 "none" "GST_C GST_N"
14 "5879" 16 5877 "none" "Zn_clus AflR"
14 "5879" 16 5878 "none" "none"
14 "5879" 16 5879 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
14 "5879" 16 5880 "none" "Lactamase_B"
14 "5879" 16 5881 "none" "Methyltransf_2"
14 "5879" 16 5882 "none" "Zn_clus Fungal_trans"
14 "5879" 16 5883 "none" "none"
14 "5879" 16 5884 "none" "MFS_1 Sugar_tr"
14 "5879" 16 5885 "none" "none"
14 "5879" 16 5886 "none" "FAD_binding_4"
14 "5879" 16 5887 "none" "none"
14 "5879" 16 5888 "none" "none"
14 "5879" 16 5889 "none" "none"
14 "5879" 16 5890 "none" "MFS_1 Sugar_tr"
14 "5879" 16 5891 "none" "Fungal_trans_2"
14 "82" 5 78 "none" "MFS_1"
14 "82" 5 79 "none" "FAD_binding_4"
14 "82" 5 80 "none" "KR adh_short"
14 "82" 5 81 "none" "2OG-FeII_Oxy"
14 "82" 5 82 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
14 "903" 9 895 "none" "ABC_tran Fer4"
14 "903" 9 896 "none" "none"
14 "903" 9 897 "none" "none"
14 "903" 9 898 "none" "none"
14 "903" 9 899 "none" "none"
14 "903" 9 900 "none" "DSS1_SEM1"
14 "903" 9 901 "none" "none"
14 "903" 9 902 "none" "MFS_1"
14 "903" 9 903 "NRPS" "AMP-binding PP-binding Condensation"
14 "1586" 17 1574 "none" "Acetyltransf_1"
14 "1586" 17 1575 "none" "none"
14 "1586" 17 1576 "none" "none"
14 "1586" 17 1577 "none" "Pyr_redox_2 FAD_binding_3"
14 "1586" 17 1578 "none" "GST_C GST_N"
14 "1586" 17 1579 "none" "none"
14 "1586" 17 1580 "none" "none"
14 "1586" 17 1581 "none" "Zn_clus Fungal_trans"
14 "1586" 17 1582 "none" "MFS_1"
14 "1586" 17 1583 "none" "none"
14 "1586" 17 1584 "none" "Pyr_redox"
14 "1586" 17 1585 "none" "AMP-binding"
14 "1586" 17 1586 "NRPS" "AMP-binding PP-binding Condensation"
14 "1586" 17 1587 "none" "none"
14 "1586" 17 1588 "none" "none"
14 "1586" 17 1589 "none" "none"
14 "1586" 17 1590 "none" "Fungal_trans"
14 "1638" 5 1634 "none" "FSH1"
14 "1638" 5 1635 "none" "none"
14 "1638" 5 1636 "none" "p450"
14 "1638" 5 1637 "none" "ADH_zinc_N"
14 "1638" 5 1638 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
14 "9170" 11 9170 "NRPS" "AMP-binding PP-binding Condensation"
14 "9170" 11 9171 "none" "p450"
14 "9170" 11 9172 "none" "Methyltransf_2"
14 "9170" 11 9173 "DMAT" "Trp_DMAT"
14 "9170" 11 9174 "none" "p450"
14 "9170" 11 9175 "none" "PhyH"
14 "9170" 11 9176 "none" "p450"
14 "9170" 11 9177 "DMAT" "Trp_DMAT"
14 "9170" 11 9178 "none" "none"
14 "9170" 11 9179 "none" "none"
14 "9170" 11 9180 "none" "adh_short"
14 "9189" 24 9189 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
14 "9189" 24 9190 "none" "none"
14 "9189" 24 9191 "none" "Methyltransf_2"
14 "9189" 24 9192 "none" "none"
14 "9189" 24 9193 "none" "Peptidase_M24"
14 "9189" 24 9194 "none" "Zn_clus"
14 "9189" 24 9195 "none" "none"
14 "9189" 24 9196 "none" "none"
14 "9189" 24 9197 "none" "Peptidase_M24"
14 "9189" 24 9198 "none" "none"
14 "9189" 24 9199 "none" "PhyH"
14 "9189" 24 9200 "none" "KR adh_short"
14 "9189" 24 9201 "none" "AMP-binding"
14 "9189" 24 9202 "none" "p450"
14 "9189" 24 9203 "none" "none"
14 "9189" 24 9204 "none" "none"
14 "9189" 24 9205 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
14 "9189" 24 9206 "none" "none"
14 "9189" 24 9207 "none" "p450"
14 "9189" 24 9208 "none" "none"
14 "9189" 24 9209 "none" "GST_C GST_N"
14 "9189" 24 9210 "none" "none"
14 "9189" 24 9211 "none" "none"
14 "9189" 24 9212 "none" "Epimerase"
14 "9214" 1 9214 "DMAT" "Trp_DMAT"
14 "9313" 1 9313 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
14 "9385" 1 9385 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
14 "1759" 10 1759 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
14 "1759" 10 1760 "none" "FSH1"
14 "1759" 10 1761 "none" "FSH1"
14 "1759" 10 1762 "none" "none"
14 "1759" 10 1763 "none" "none"
14 "1759" 10 1764 "none" "none"
14 "1759" 10 1765 "none" "none"
14 "1759" 10 1766 "none" "none"
14 "1759" 10 1767 "none" "AA_permease"
14 "1759" 10 1768 "none" "Acetyltransf_1"
14 "2198" 5 2198 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
14 "2198" 5 2199 "none" "none"
14 "2198" 5 2200 "none" "none"
14 "2198" 5 2201 "none" "none"
14 "2198" 5 2202 "none" "Indigoidine_A"
14 "3230" 3 3228 "none" "KR adh_short"
14 "3230" 3 3229 "none" "none"
14 "3230" 3 3230 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
14 "3269" 11 3265 "none" "PhyH"
14 "3269" 11 3266 "none" "none"
14 "3269" 11 3267 "none" "none"
14 "3269" 11 3268 "none" "p450"
14 "3269" 11 3269 "DMAT" "Trp_DMAT"
14 "3269" 11 3270 "none" "KR adh_short"
14 "3269" 11 3271 "none" "p450"
14 "3269" 11 3272 "none" "Transferase"
14 "3269" 11 3273 "none" "none"
14 "3269" 11 3274 "DMAT" "Trp_DMAT"
14 "3269" 11 3275 "none" "FAD_binding_4"
14 "6799" 15 6791 "none" "Zn_clus Fungal_trans"
14 "6799" 15 6792 "none" "p450"
14 "6799" 15 6793 "none" "none"
14 "6799" 15 6794 "none" "none"
14 "6799" 15 6795 "none" "none"
14 "6799" 15 6796 "none" "3-dmu-9_3-mt"
14 "6799" 15 6797 "none" "none"
14 "6799" 15 6798 "none" "none"
14 "6799" 15 6799 "NRPS-Like" "PP-binding KR Epimerase AMP-binding NAD_binding_4 adh_short"
14 "6799" 15 6800 "none" "none"
14 "6799" 15 6801 "none" "MFS_1"
14 "6799" 15 6802 "none" "none"
14 "6799" 15 6803 "none" "Epimerase adh_short"
14 "6799" 15 6804 "none" "none"
14 "6799" 15 6805 "none" "FAD_binding_3"
14 "7048" 3 7047 "none" "ABC_tran ABC_membrane"
14 "7048" 3 7048 "NRPS" "AMP-binding PP-binding Condensation"
14 "7048" 3 7049 "none" "MFS_1 Sugar_tr"
14 "7516" 3 7515 "none" "ABC_tran ABC_membrane"
14 "7516" 3 7516 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
14 "7516" 3 7517 "none" "Pyr_redox_2 FAD_binding_3"
14 "7929" 2 7928 "none" "Zn_clus Fungal_trans"
14 "7929" 2 7929 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
14 "8033" 17 8030 "none" "Zn_clus"
14 "8033" 17 8031 "none" "ADH_N ADH_zinc_N"
14 "8033" 17 8032 "none" "none"
14 "8033" 17 8033 "NRPS" "AMP-binding PP-binding Condensation"
14 "8033" 17 8034 "none" "Transferase"
14 "8033" 17 8035 "none" "Zn_clus"
14 "8033" 17 8036 "none" "Aminotran_1_2"
14 "8033" 17 8037 "none" "Peptidase_M19"
14 "8033" 17 8038 "NRPS" "AMP-binding PP-binding Condensation"
14 "8033" 17 8039 "none" "p450"
14 "8033" 17 8040 "none" "Methyltransf_2"
14 "8033" 17 8041 "none" "GST_C"
14 "8033" 17 8042 "none" "none"
14 "8033" 17 8043 "none" "MFS_1"
14 "8033" 17 8044 "none" "none"
14 "8033" 17 8045 "none" "p450"
14 "8033" 17 8046 "none" "Pyr_redox_2"
14 "8266" 7 8263 "none" "Fungal_trans"
14 "8266" 7 8264 "none" "none"
14 "8266" 7 8265 "none" "MFS_1 Sugar_tr"
14 "8266" 7 8266 "NRPS" "AMP-binding PP-binding Condensation"
14 "8266" 7 8267 "none" "FAD_binding_3"
14 "8266" 7 8268 "none" "FAD_binding_4"
14 "8266" 7 8269 "NRPS" "AMP-binding PP-binding Condensation"
14 "8447" 15 8439 "none" "KR adh_short"
14 "8447" 15 8440 "none" "none"
14 "8447" 15 8441 "none" "none"
14 "8447" 15 8442 "none" "none"
14 "8447" 15 8443 "none" "MFS_1"
14 "8447" 15 8444 "none" "none"
14 "8447" 15 8445 "none" "none"
14 "8447" 15 8446 "none" "AMP-binding"
14 "8447" 15 8447 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
14 "8447" 15 8448 "none" "p450"
14 "8447" 15 8449 "none" "p450"
14 "8447" 15 8450 "none" "none"
14 "8447" 15 8451 "none" "FAD_binding_3"
14 "8447" 15 8452 "none" "none"
14 "8447" 15 8453 "none" "Transferase"
14 "8527" 7 8525 "none" "Zn_clus Fungal_trans"
14 "8527" 7 8526 "none" "FAD_binding_3"
14 "8527" 7 8527 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
14 "8527" 7 8528 "DMAT" "Trp_DMAT"
14 "8527" 7 8529 "none" "Epimerase"
14 "8527" 7 8530 "none" "none"
14 "8527" 7 8531 "none" "Transferase"
22 "1099903" 12 1080879 "none" "AA_permease"
22 "1099903" 12 1115499 "none" "none"
22 "1099903" 12 1155967 "none" "none"
22 "1099903" 12 41614 "none" "none"
22 "1099903" 12 1115504 "none" "none"
22 "1099903" 12 1115507 "none" "none"
22 "1099903" 12 1099903 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 PP-binding AMP-binding adh_short ketoacyl-synt"
22 "1099903" 12 1161519 "none" "ADH_N ADH_zinc_N"
22 "1099903" 12 1169999 "none" "none"
22 "1099903" 12 1099906 "none" "none"
22 "1099903" 12 1141540 "none" "none"
22 "1099903" 12 1099911 "none" "Zn_clus"
22 "1155978" 1 1155978 "TC" "Terpene_synth_C"
22 "1115863" 1 1115863 "HYBRID" "AMP-binding ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "1168636" 9 1040652 "none" "ABC_tran"
22 "1168636" 9 1188615 "none" "none"
22 "1168636" 9 208323 "none" "none"
22 "1168636" 9 208321 "none" "none"
22 "1168636" 9 1147902 "none" "none"
22 "1168636" 9 1147904 "none" "DSS1_SEM1"
22 "1168636" 9 1188619 "none" "none"
22 "1168636" 9 1113531 "none" "MFS_1"
22 "1168636" 9 1168636 "NRPS" "AMP-binding PP-binding Condensation"
22 "1188722" 18 1188719 "none" "Fungal_trans"
22 "1188722" 18 1179775 "none" "2OG-FeII_Oxy"
22 "1188722" 18 1179776 "none" "ADH_N ADH_zinc_N"
22 "1188722" 18 1155139 "none" "MFS_1"
22 "1188722" 18 1147991 "none" "none"
22 "1188722" 18 1188721 "none" "none"
22 "1188722" 18 1227492 "none" "p450"
22 "1188722" 18 1188722 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1188722" 18 1179782 "none" "none"
22 "1188722" 18 1155142 "none" "ADH_N ADH_zinc_N"
22 "1188722" 18 1179784 "none" "NAD_binding_4 Epimerase adh_short"
22 "1188722" 18 1140321 "none" "none"
22 "1188722" 18 1160699 "none" "MFS_1 Sugar_tr"
22 "1188722" 18 1140323 "none" "none"
22 "1188722" 18 1155145 "none" "Zn_clus Fungal_trans"
22 "1188722" 18 1129288 "none" "none"
22 "1188722" 18 1188726 "none" "none"
22 "1188722" 18 1168731 "none" "Pyr_redox_2"
22 "1188789" 5 1188789 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1188789" 5 38315 "none" "none"
22 "1188789" 5 1140402 "none" "none"
22 "1188789" 5 38313 "none" "none"
22 "1188789" 5 1227624 "none" "ABC_tran ABC_membrane"
22 "1189171" 2 1160936 "none" "AMP-binding"
22 "1189171" 2 1189171 "NRPS" "AMP-binding PP-binding Condensation"
22 "1114420" 4 1114412 "none" "Zn_clus Fungal_trans"
22 "1114420" 4 1148471 "none" "MFS_1 Sugar_tr"
22 "1114420" 4 1180469 "none" "none"
22 "1114420" 4 1114420 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C adh_short"
22 "1130084" 1 1130084 "TC" "Terpene_synth_C"
22 "1128344" 8 1178985 "none" "MFS_1"
22 "1128344" 8 1154752 "none" "FAD_binding_3"
22 "1128344" 8 1188024 "none" "p450"
22 "1128344" 8 1139558 "none" "FAD_binding_4"
22 "1128344" 8 1128344 "HYBRID" "ADH_zinc_N Ketoacyl-synt_C Condensation KR Acyl_transf_1 PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1128344" 8 1139560 "none" "none"
22 "1128344" 8 1188026 "none" "none"
22 "1128344" 8 42606 "none" "Methyltransf_2"
22 "1168194" 15 1112853 "none" "MFS_1 Sugar_tr"
22 "1168194" 15 1147456 "none" "none"
22 "1168194" 15 1188142 "none" "Zn_clus"
22 "1168194" 15 1147459 "none" "FSH1"
22 "1168194" 15 1179147 "none" "none"
22 "1168194" 15 1112854 "none" "p450"
22 "1168194" 15 1188146 "none" "ADH_zinc_N"
22 "1168194" 15 1168194 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1168194" 15 1188148 "none" "p450"
22 "1168194" 15 1128510 "none" "none"
22 "1168194" 15 1112865 "none" "p450"
22 "1168194" 15 1112867 "none" "none"
22 "1168194" 15 1147468 "none" "GST_C GST_N"
22 "1168194" 15 1168197 "none" "none"
22 "1168194" 15 1128516 "none" "p450"
22 "1114543" 21 1200217 "none" "AA_permease"
22 "1114543" 21 1161038 "none" "none"
22 "1114543" 21 1114541 "none" "Fungal_trans"
22 "1114543" 21 1200232 "none" "none"
22 "1114543" 21 1114543 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase adh_short"
22 "1114543" 21 1130189 "none" "none"
22 "1114543" 21 1200239 "none" "none"
22 "1114543" 21 1148536 "none" "Zn_clus Fungal_trans_2"
22 "1114543" 21 1130192 "none" "none"
22 "1114543" 21 1114546 "NRPS" "AMP-binding PP-binding Condensation"
22 "1114543" 21 1200256 "none" "FAD_binding_3"
22 "1114543" 21 1130195 "none" "none"
22 "1114543" 21 1200258 "none" "MFS_1 Sugar_tr"
22 "1114543" 21 1148540 "none" "p450"
22 "1114543" 21 1141103 "none" "Epimerase"
22 "1114543" 21 1155643 "none" "Zn_clus Fungal_trans"
22 "1114543" 21 1114556 "none" "FAD_binding_3"
22 "1114543" 21 189113 "none" "none"
22 "1114543" 21 1130202 "none" "none"
22 "1114543" 21 1130203 "none" "none"
22 "1114543" 21 1161049 "none" "KR Epimerase adh_short"
22 "1079950" 32 1180645 "none" "Fungal_trans_2"
22 "1079950" 32 1114635 "none" "none"
22 "1079950" 32 1114638 "none" "MFS_1"
22 "1079950" 32 1169414 "none" "none"
22 "1079950" 32 1114639 "none" "none"
22 "1079950" 32 1099038 "none" "none"
22 "1079950" 32 1079950 "NRPS" "AMP-binding PP-binding Condensation"
22 "1079950" 32 1200460 "none" "ABC_tran ABC_membrane"
22 "1079950" 32 1141137 "none" "none"
22 "1079950" 32 1130281 "none" "Acyl_transf_1"
22 "1079950" 32 1169421 "none" "none"
22 "1079950" 32 1079432 "none" "FSH1"
22 "1079950" 32 1114645 "none" "Transferase"
22 "1079950" 32 1114648 "none" "KR NAD_binding_4 Epimerase adh_short"
22 "1079950" 32 1155683 "none" "AMP-binding"
22 "1079950" 32 1079484 "none" "FAD_binding_4"
22 "1079950" 32 1114655 "none" "FAD_binding_3"
22 "1079950" 32 1080155 "none" "p450"
22 "1079950" 32 1080089 "PKS" "NAD_binding_4 ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "1079950" 32 1079852 "none" "Zn_clus Fungal_trans"
22 "1079950" 32 1114656 "none" "ADH_N ADH_zinc_N"
22 "1079950" 32 43446 "none" "none"
22 "1079950" 32 1130292 "none" "none"
22 "1079950" 32 1079556 "none" "MFS_1"
22 "1079950" 32 1169434 "none" "FAD_binding_4"
22 "1079950" 32 1148627 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR adh_short ketoacyl-synt"
22 "1079950" 32 43441 "none" "none"
22 "1079950" 32 1079697 "none" "p450"
22 "1079950" 32 50199 "none" "none"
22 "1079950" 32 1148631 "none" "none"
22 "1079950" 32 1148632 "none" "p450"
22 "1079950" 32 1080257 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
22 "1114952" 5 1114941 "none" "Zn_clus Fungal_trans"
22 "1114952" 5 1155790 "none" "MFS_1"
22 "1114952" 5 1114947 "none" "Aminotran_1_2"
22 "1114952" 5 1180832 "none" "none"
22 "1114952" 5 1114952 "NRPS-Like" "AMP-binding PP-binding"
22 "188697" 4 1114983 "none" "GTP_cyclohydroI"
22 "188697" 4 1079779 "none" "none"
22 "188697" 4 188455 "none" "none"
22 "188697" 4 188697 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
22 "1099425" 1 1099425 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "50045" 1 50045 "TC" "Terpene_synth_C"
22 "1126849" 10 1126846 "none" "Methyltransf_2"
22 "1126849" 10 1126849 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "1126849" 10 1094747 "none" "p450"
22 "1126849" 10 1167408 "none" "none"
22 "1126849" 10 1138567 "none" "none"
22 "1126849" 10 1167409 "none" "MFS_1 Sugar_tr"
22 "1126849" 10 1094803 "none" "none"
22 "1126849" 10 1154017 "none" "none"
22 "1126849" 10 1187325 "none" "none"
22 "1126849" 10 1126863 "none" "AA_permease"
22 "1126920" 11 1094699 "none" "ADH_N ADH_zinc_N"
22 "1126920" 11 1222994 "none" "KR adh_short"
22 "1126920" 11 1094712 "none" "none"
22 "1126920" 11 46084 "none" "none"
22 "1126920" 11 1223002 "none" "none"
22 "1126920" 11 1111271 "none" "KR Epimerase adh_short"
22 "1126920" 11 1154050 "none" "MFS_1 Sugar_tr"
22 "1126920" 11 1154051 "none" "none"
22 "1126920" 11 1154052 "none" "FSH1"
22 "1126920" 11 1126920 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1126920" 11 1138606 "none" "MFS_1 Sugar_tr"
22 "1186328" 2 1186328 "NRPS" "AMP-binding PP-binding Condensation"
22 "1186328" 2 1124902 "none" "MFS_1"
22 "1159236" 20 1092525 "none" "Pyr_redox_2"
22 "1159236" 20 1092543 "none" "none"
22 "1159236" 20 1219451 "none" "Fungal_trans"
22 "1159236" 20 1124909 "none" "none"
22 "1159236" 20 1153235 "none" "Aminotran_1_2"
22 "1159236" 20 45833 "none" "none"
22 "1159236" 20 1092944 "none" "MFS_1"
22 "1159236" 20 1153237 "none" "2OG-FeII_Oxy"
22 "1159236" 20 1159236 "PKS" "Ketoacyl-synt_C Acyl_transf_1 Epimerase PP-binding KR NAD_binding_4 ketoacyl-synt"
22 "1159236" 20 1166474 "none" "none"
22 "1159236" 20 1145979 "none" "none"
22 "1159236" 20 1137364 "none" "ADH_zinc_N"
22 "1159236" 20 1124918 "none" "none"
22 "1159236" 20 1124922 "none" "Zn_clus Fungal_trans"
22 "1159236" 20 1092991 "none" "MFS_1 Sugar_tr"
22 "1159236" 20 1124924 "none" "p450"
22 "1159236" 20 1219484 "none" "none"
22 "1159236" 20 1176748 "none" "Acetyltransf_1"
22 "1159236" 20 1186342 "none" "none"
22 "1159236" 20 1124929 "none" "AA_permease"
22 "1166499" 10 1186358 "none" "p450"
22 "1166499" 10 1219577 "none" "none"
22 "1166499" 10 45795 "none" "none"
22 "1166499" 10 127805 "none" "none"
22 "1166499" 10 1145989 "none" "none"
22 "1166499" 10 1093022 "none" "none"
22 "1166499" 10 1166499 "NRPS" "AMP-binding PP-binding Condensation"
22 "1166499" 10 1145992 "none" "none"
